A股代码,证券简称,上市日期
301208,中亦科技,20220707
301209,联合化学,20220825
301210,金杨股份,20230630
301211,亨迪药业,20211222
301212,联盛化学,20220419
301213,观想科技,20211206
301215,中汽股份,20220308
301216,万凯新材,20220329
301217,铜冠铜箔,20220127
301218,华是科技,20220307
301219,腾远钴业,20220317
301220,亚香股份,20220622
301221,光庭信息,20211222
301222,浙江恒威,20220309
301223,中荣股份,20221026
301225,恒勃股份,20230616
301226,祥明智能,20220325
301227,森鹰窗业,20220926
301228,实朴检测,20220128
301229,纽泰格,20220222
301230,泓博医药,20221101
301231,荣信文化,20220908
301232,飞沃科技,20230615
301233,盛帮股份,20220706
301234,五洲医疗,20220705
301235,华康医疗,20220128
301236,软通动力,20220315
301237,和顺科技,20220323
301238,瑞泰新材,20220617
301239,普瑞眼科,20220705
301246,宏源药业,20230320
301248,杰创智能,20220420
301251,威尔高,20230906
301252,同星科技,20230525
301255,通力科技,20221227
301256,华融化学,20220322
301257,普蕊斯,20220517
301258,富士莱,20220329
301259,艾布鲁,20220426
301260,格力博,20230208
301261,恒工精密,20230710
301262,海看股份,20230620
301263,泰恩康,20220329
301265,华新环保,20221216
301266,宇邦新材,20220608
301267,华厦眼科,20221107
301268,铭利达,20220407
301269,华大九天,20220729
301270,汉仪股份,20220831
301272,英华特,20230713
301273,瑞晨环保,20221025
301276,嘉曼服饰,20220909
301277,新天地,20221116
301278,快可电子,20220804
301279,金道科技,20220413
301280,珠城科技,20221226
301281,科源制药,20230404
301282,金禄电子,20220826
301283,聚胶股份,20220902
301285,鸿日达,20220928
301286,侨源股份,20220614
301287,康力源,20230614
301288,清研环境,20220422
301289,国缆检测,20220622
301290,东星医疗,20221130
301291,明阳电气,20230630
301292,海科新源,20230707
301293,三博脑科,20230505
301295,美硕科技,20230628
301296,新巨丰,20220902
301297,富乐德,20221230
301298,东利机械,20220606
301299,卓创资讯,20221019
301300,远翔新材,20220819
301301,川宁生物,20221227
301302,华如科技,20220623
301303,真兰仪表,20230220
301305,朗坤环境,20230523
301306,西测测试,20220726
301307,美利信,20230424
301308,江波龙,20220805
301309,万得凯,20220919
301310,鑫宏业,20230602
301311,昆船智能,20221130
301312,智立方,20220711
301313,凡拓数创,20220930
301314,科瑞思,20230328
301315,威士顿,20230621
301316,慧博云通,20221013
301317,鑫磊股份,20230119
301318,维海德,20220810
301319,唯特偶,20220929
301320,豪江智能,20230609
301321,翰博高新,20220818
301322,绿通科技,20230306
301323,新莱福,20230606
301325,曼恩斯特,20230512
301326,捷邦科技,20220921
301327,华宝新能,20220919
301328,维峰电子,20220908
301329,信音电子,20230717
301330,熵基科技,20220817
301331,恩威医药,20220921
301332,德尔玛,20230518
301333,诺思格,20220802
301335,天元宠物,20221118
301336,趣睡科技,20220812
301337,亚华电子,20230526
301338,凯格精机,20220816
301339,通行宝,20220909
301345,涛涛车业,20230321
301348,蓝箭电子,20230810
301349,信德新材,20220909
301353,普莱得,20230530
301355,南王科技,20230612
301356,天振股份,20221114
301357,北方长龙,20230418
301358,湖南裕能,20230209
301359,东南电子,20221109
301360,荣旗科技,20230425
301361,众智科技,20221116
301362,民爆光电,20230804
301363,美好医疗,20221012
301365,矩阵股份,20221122
301366,一博科技,20220926
301367,怡和嘉业,20221101
301368,丰立智能,20221215
301369,联动科技,20220922
301370,国科恒泰,20230712
301371,敷尔佳,20230801
301372,科净源,20230811
301373,凌玮科技,20230208
301376,致欧科技,20230621
301377,鼎泰高科,20221122
301378,通达海,20230320
301379,天山电子,20221101
301380,挖金客,20221025
301381,赛维时代,20230712
301382,蜂助手,20230517
301383,天键股份,20230609
301386,未来电器,20230329
301387,光大同创,20230418
301388,欣灵电气,20221109
301389,隆扬电子,20221031
301390,经纬股份,20230508
301391,卡莱特,20221201
301393,昊帆生物,20230712
301395,仁信新材,20230703
301396,宏景科技,20221111
301397,溯联股份,20230628
301398,星源卓镁,20221215
301399,英特科技,20230523
301408,华人健康,20230301
301413,安培龙,20231218
301418,协昌科技,20230821
301419,阿莱德,20230209
301421,波长光电,20230823
301428,世纪恒通,20230519
301429,森泰股份,20230417
301439,泓淋电力,20230317
301446,福事特,20230725
301448,开创电气,20230619
301456,盘古智能,20230714
301459,丰茂股份,20231213
301468,博盈特焊,20230724
301469,恒达新材,20230822
301486,致尚科技,20230707
301487,盟固利,20230809
301488,豪恩汽电,20230704
301489,思泉新材,20231024
301498,乖宝宠物,20230816
301499,维科精密,20230721
301500,飞南资源,20230921
301502,华阳智能,20240202
301503,智迪科技,20230717
301505,苏州规划,20230719
301507,民生健康,20230905
301508,中机认检,20231201
301509,金凯生科,20230803
301510,固高科技,20230815
301511,德福科技,20230817
301512,智信精密,20230720
301515,港通医疗,20230725
301516,中远通,20231208
301517,陕西华达,20231017
301518,长华化学,20230803
301519,舜禹股份,20230727
301520,万邦医药,20230925
301525,儒竞科技,20230830
301526,国际复材,20231226
301528,多浦乐,20230828
301529,福赛科技,20230911
301533,威马农机,20230818
301536,星宸科技,20240328
301538,骏鼎达,20240320
301539,宏鑫科技,20240415
301548,崇德科技,20230920
301550,斯菱股份,20230915
301555,惠柏新材,20231031
301558,三态股份,20230928
301559,中集环科,20231011
301566,达利凯普,20231229
301567,贝隆精密,20240116
301568,思泰克,20231128
301577,美信科技,20240124
301578,辰奕智能,20231228
301587,中瑞股份,20240408
301588,美新科技,20240313
301589,诺瓦星云,20240208
301591,肯特股份,20240228
301596,瑞迪智驱,20240513
